site_clean	country_clean	most_frequent_note	realm	lot_habitat	elevation	Latitude_clean	Longitude_clean	collection_start_date_clean	collection_end_date_clean	wetlands	NDVI	NDVI_year_max	NDVI_year_min	NDVI_year_avg	wildareas_human_footpr	hfp	population_density	night_light	temperature_2m	temperature_2m_min	temperature_2m_max	dewpoint_temperature_2m	relative_humidity	vpd	wind_speed	wind_direction	total_precipitation_sum	skin_reservoir_content	surface_solar_radiation_downwards_sum	temperature_2m_anml	relative_humidity_anml	temperature_2m_min_anml	temperature_2m_max_anml	wind_speed_anml	total_precipitation_sum_anml	surface_solar_radiation_downwards_sum_anml	wind_direction_rad	u_wind	v_wind	u_wind_anml	v_wind_anml	temperature_2m_year_avg	temperature_2m_min_year_avg	temperature_2m_max_year_avg	dewpoint_temperature_2m_year_avg	relative_humidity_year_avg	vpd_year_avg	wind_speed_year_avg	wind_direction_year_avg	total_precipitation_sum_year_avg	skin_reservoir_content_year_avg	surface_solar_radiation_downwards_sum_year_avg	temperature_2m_anml_year_avg	relative_humidity_anml_year_avg	temperature_2m_min_anml_year_avg	temperature_2m_max_anml_year_avg	wind_speed_anml_year_avg	total_precipitation_sum_anml_year_avg	surface_solar_radiation_downwards_sum_anml_year_avg	wind_speed_year_avg_tr	wind_speed_anml_year_avg_tr	Terra_aet	Terra_def	Terra_pdsi	Terra_pet	Terra_pr	Terra_ro	Terra_soil	Terra_srad	Terra_swe	Terra_tmmn	Terra_tmmx	Terra_vap	Terra_vpd	Terra_vs	Terra_month_year_avg	Terra_aet_year_avg	Terra_def_year_avg	Terra_pdsi_year_avg	Terra_pet_year_avg	Terra_pr_year_avg	Terra_ro_year_avg	Terra_soil_year_avg	Terra_srad_year_avg	Terra_swe_year_avg	Terra_tmmn_year_avg	Terra_tmmx_year_avg	Terra_vap_year_avg	Terra_vpd_year_avg	Terra_vs_year_avg	n	y	combined_traps	trap_damaged	Latitude	Longitude	yday	yday_adj	month	week	week_adj	year	collection_days	kg_code	zone	alphaFisher	alphaPoly	site
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-05-30	2014-06-08	0	815	907	813	849.7808219178082	4	17	13.9	0.3	14.542	10.577	18.607	10.3	75.746	0.40166999999999997	1.0159416894852742	240.5	0.191	0.011	25503108.289918832	1.069	1.717	0.337	1.157	0.47323728151858757	-1.908	3675916.8	4.1975168510463625	-0.582611036351783	-0.8322871480176146	0.16744485952545982	0.4426237043331524	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	70.52	34.900000000000006	-1.05	105.42	26.8	1.4	85.98	244.14000000000001	0	9.540000000000001	18.8	1.2078	0.478	3.308	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	194	67	FALSE	FALSE	48.79429	-123.3072305	150	150	5	22	22	2014	9	Csb	Temperate	35.81388149575171	3.650382105497569	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-06-13	2014-06-20	0	815.25	907	813	849.7808219178082	4	17	13.9	0.3	13.28125	10.532499999999999	16.795	8.9575	75.08375000000001	0.3799125	2.2080201800090378	219.625	1.6524999999999999	0.0775	21031585.774855033	-0.54375	1.21	-0.09375	-0.95375	0.4618560660763208	0.04749999999999997	-1499171.875	3.8331793696925462	-1.6401191497003915	-1.4782970912888955	-0.29313155856416995	-0.3569102340158312	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	69	39.400000000000006	-1.05	108.4	21	1	76.10000000000001	254.4	0	9.8	19.1	1.236	0.48	3.34	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	88	43	FALSE	FALSE	48.79429	-123.3072305	164	164	6	24	24	2014	7	Csb	Temperate	32.576621799576735	4.699486658473569	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-06-27	2014-07-04	0	828.5	907	813	849.7808219178082	4	17	13.9	0.3	15.97125	12.7375	20.5325	10.7225	71.42	0.538475	1.5000634146545284	240.375	1.43875	0.0675	22972797.647908833	0.0475	0.03374999999999978	0.33499999999999996	0.3975	0.2756298770924412	0.055000000000000084	-367817.125	4.195335189481369	-0.9778331364413405	-1.1375555394187549	-0.2537701612841613	-0.10757571467485125	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	55.25	62.85000000000001	-1.225	118.1	16.5	1	61.300000000000004	256.2	0	10.8	21.05	1.3319999999999999	0.575	3.24	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	148	64	FALSE	FALSE	48.79429	-123.3072305	178	178	6	26	26	2014	7	Csb	Temperate	42.29710840710381	4.737227627534501	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-07-11	2014-07-18	0	830.5	907	813	849.7808219178082	4	17	13.9	0.3	21.05	16.175	26.51625	14.6075	66.72125	0.836025	1.0213807004464817	235	0.00125	0.0025	28589064.296880353	3.92	-4.595	2.7575	4.92125	0.3823376887080315	-1.01375	4514204	4.101523742186674	-0.705082168254643	-0.7389706836227514	0.11596333942183973	0.3643276164617977	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	41.5	86.30000000000001	-1.4	127.8	12	1	46.5	258	0	11.8	23	1.428	0.67	3.14	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	146	52	FALSE	FALSE	48.79429	-123.3072305	192	192	7	28	28	2014	7	Csb	Temperate	28.434501539631572	3.3558604429391607	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-07-25	2014-08-01	0	816	907	813	849.7808219178082	4	17	13.9	0.3	19.2	14.57375	24.24625	12.63	65.955	0.779775	1.0790756459374324	247.75	0.0025	0.00375	26933781.79273409	1.1124999999999998	-3.34125	0.41374999999999995	1.53875	0.3223886087684073	-0.6174999999999999	2613633.75	4.3240532218159515	-0.4848640144473985	-0.9640078511865139	0.04459858361415443	0.31928886827329334	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	40.1875	85.3375	-1.42625	125.52499999999999	13	1	44.9875	253.7625	0	11.8625	23.025	1.435375	0.6687500000000001	3.08	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	179	45	FALSE	FALSE	48.79429	-123.3072305	206	206	7	30	30	2014	7	Csb	Temperate	19.00758622381965	2.1766117284229898	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-08-08	2014-08-15	0	837	907	813	849.7808219178082	4	17	13.9	0.3	19.60125	15.85125	24.79125	13.495000000000001	68.96625	0.7467	0.8894513345607493	236.75	1.885	0.08625000000000001	19585697.705894466	1.71	-2.24625	1.605	2.335	0.015913245315400355	1.0175	-1887768	4.132067004096575	-0.528293382262501	-0.71556256107313565	0.013414225152277479	0.008560954387924142	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	31	78.60000000000001	-1.61	109.6	20	1	34.4	224.1	0	12.3	23.200000000000003	1.487	0.66	2.66	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	68	28	FALSE	FALSE	48.79429	-123.3072305	220	220	8	32	32	2014	7	Csb	Temperate	17.293942808908714	2.984419758562483	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-08-23	2014-08-29	0	850	907	813	849.7808219178082	4	17	13.9	0.3	19.024285714285714	15.494285714285715	23.338571428571427	12.965714285714286	67.97285714285714	0.7069714285714286	1.162877738945248	235.71428571428572	0.024285714285714285	0.002857142857142857	21072335.009295	2.2085714285714286	-4.31	2.0742857142857143	2.1542857142857144	0.2804282281307658	-1.5957142857142856	2188365.4285714286	4.11399037970092	-0.7492741763281174	-0.8893103195298218	0.05871727943397818	0.2742120935123631	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	31	78.60000000000001	-1.61	109.6	20	1	34.4	224.1	0	12.3	23.200000000000003	1.487	0.66	2.66	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	49	24	FALSE	FALSE	48.79429	-123.3072305	235	235	8	34	34	2014	6	Csb	Temperate	17.952001860902723	3.5549654815796714	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-09-07	2014-09-20	0	847.9285714285714	907	813	849.7808219178082	4	17	13.9	0.3	16.775	13.105714285714285	21.39	10.072857142857142	66.37357142857142	0.6589857142857143	0.5609132850243902	238.35714285714286	0.7707142857142857	0.06785714285714285	16046549.836670686	1.4535714285714285	-8.97642857142857	0.9385714285714286	1.8971428571428572	0.17606085080308145	-0.7821428571428571	264095.78571428574	4.160116938503627	0.3448510330172971	-0.4423815981070594	0.1455652661569486	0.09903623818664369	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	37.4	35.9	-1.63	73.3	32	2	27.6	147.4	0	10.7	21	1.313	0.58	2.79	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	122	40	FALSE	FALSE	48.79429	-123.3072305	250	250	9	36	36	2014	13	Csb	Temperate	20.33386316328263	2.6955394487617754	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-09-26	2014-10-03	0	838.5	907	813	849.7808219178082	4	17	13.9	0.3	13.29625	10.77125	16.79625	10.55875	83.61125	0.249475	0.8836429155245226	251.125	2.725	0.13375	3704920.2150892	-0.05500000000000001	4.80375	0.19374999999999998	-0.3425	0.373258789946107	0.2324999999999999	-283594.875	4.38295808407076	-0.5081838303364777	-0.7228927975441618	-0.3693536116416237	0.05385196226063298	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	36.05	22.4375	-0.5312499999999999	58.4875	73.25	3.875	65.5125	113.7625	0	10.2125	19.0875	1.2931249999999999	0.45249999999999996	3.0300000000000002	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	77	31	FALSE	FALSE	48.79429	-123.3072305	269	269	9	39	39	2014	7	Csb	Temperate	18.775422764743883	3.045026099912139	NE05_364
CAN|NE05_364|GUL_M3	Canada	NA	Nearctic	Mixed habitat	37	48.79429	-123.3072305	2014-10-10	2014-10-17	0	844.5	907	813	849.7808219178082	4	17	13.9	0.3	12.01125	9.99	14.35375	10.3	89.33875	0.151975	1.2276832320199929	163.25	7.05375	0.26125	5122328.588761883	1.345	6.28375	1.52875	0.68	0.15013462105123346	2.6837500000000003	-2326062.25	2.849250003880743	-1.197990764812159	0.26837333251989454	-0.1472749206425962	-0.02916337065420355	10.380027397260275	7.733397260273972	13.808438356164384	6.612054794520548	78.47342465753425	0.3129378082191781	1.774027397260274	206.7178082191781	3.8594520547945206	0.14684931506849316	12363578.411711283	0.6122739726027397	-0.42936986301369856	0.6480547945205479	0.5905479452054795	0.012630136986301367	0.334	-59588.46575342466	0.7049820461495404	0.19937306128652033	33.800000000000004	0	1.3	33.800000000000004	142	7	128.70000000000002	57.7	0	9.4	15.9	1.26	0.24	3.43	6.5	40.575	21.425	-1.25	62.11666666666667	74.5	31.25	113.86666666666667	132.71666666666667	0	6.758333333333334	14.966666666666667	1.0351666666666666	0.3775	3.38	97	43	FALSE	FALSE	48.79429	-123.3072305	283	283	10	41	41	2014	7	Csb	Temperate	29.01690412616475	4.061584703639176	NE05_364
CAN|NE11_411|IVV_M1	Canada	Trap 1	Nearctic	NA	409	69.16916	-140.16736	2014-06-03	2014-06-10	0	307	518	0	138.21369863013697	0	0	0	0	4.8075	1.4625000000000001	8.8925	2.85	87.28125	0.106825	0.5211232039740156	134.25	2.56375	0.15625	19606097.5	-0.71	8.835	-0.2612499999999999	-1.2862500000000001	0.2695526824378187	0.38750000000000007	-1658807.5	2.3431045208023873	0.06230195131217199	0.5173856014452269	0.020764855910447272	-0.2687516871918052	-8.252657534246575	-11.335095890410958	-4.421698630136986	-11.66813698630137	77.13542465753424	0.10921835616438356	1.6796164383561645	201.83561643835617	1.3493424657534248	0.14846575342465754	8430889.619413527	1.2804383561643835	-0.19071232876712324	1.3078630136986302	1.2411506849315068	0.0644109589041096	0.10947945205479453	-376922.19726027397	0.7727138002179494	0.10756272096165723	83.60000000000001	13.7	5.1000000000000005	97.3	24	3	14.7	212.1	0	4.2	12.8	0.608	0.55	3.59	6.5	15.483333333333334	8.45	4.856666666666667	25.525	16.5	1.3333333333333333	15.841666666666667	84.80833333333334	34.083333333333336	-11.141666666666667	-3.316666666666667	0.36183333333333334	0.19	3.35	688	140	FALSE	FALSE	69.16916	-140.16736	154	154	6	23	23	2014	7	ET	Polar	52.845386652075646	3.068014021277045	NE11_411
CAN|NE11_411|IVV_M1	Canada	Trap 1	Nearctic	NA	409	69.16916	-140.16736	2014-06-10	2014-06-17	0	328.5	518	0	138.21369863013697	0	0	0	0	8.6	4.775	12.68375	4.2700000000000005	75.16	0.29455	0.5722551417551591	119	1.74875	0.060000000000000005	22489909.5	0.7675000000000001	-1.0987499999999994	0.6975	0.24000000000000002	0.09340199140052238	-0.60875	1158050.125	2.076941809873252	0.13144850678806164	0.5569535324678407	-0.08854771017863818	-0.02971927017447018	-8.252657534246575	-11.335095890410958	-4.421698630136986	-11.66813698630137	77.13542465753424	0.10921835616438356	1.6796164383561645	201.83561643835617	1.3493424657534248	0.14846575342465754	8430889.619413527	1.2804383561643835	-0.19071232876712324	1.3078630136986302	1.2411506849315068	0.0644109589041096	0.10947945205479453	-376922.19726027397	0.7727138002179494	0.10756272096165723	83.60000000000001	13.7	5.1000000000000005	97.3	24	3	14.7	212.1	0	4.2	12.8	0.608	0.55	3.59	6.5	15.483333333333334	8.45	4.856666666666667	25.525	16.5	1.3333333333333333	15.841666666666667	84.80833333333334	34.083333333333336	-11.141666666666667	-3.316666666666667	0.36183333333333334	0.19	3.35	1244	266	FALSE	FALSE	69.16916	-140.16736	161	161	6	24	24	2014	7	ET	Polar	103.44620784616126	4.312326340823837	NE11_411
CAN|NE11_411|IVV_M1	Canada	Trap 1	Nearctic	NA	409	69.16916	-140.16736	2014-06-17	2014-06-23	0	393	518	0	138.21369863013697	0	0	0	0	9.635714285714286	5.724285714285714	14.23857142857143	5.2628571428571425	75.7642857142857	0.34035714285714286	1.0605314084812116	100.57142857142857	0.9857142857142858	0.022857142857142857	20853064	0.20857142857142874	0.5014285714285712	-0.06857142857142863	0.2985714285714285	0.44589942596308757	-1.5885714285714285	-556272.1428571428	1.7553025620057257	-0.5598259691982	0.9007340076773158	-0.3912762454450279	0.21384386319147264	-8.252657534246575	-11.335095890410958	-4.421698630136986	-11.66813698630137	77.13542465753424	0.10921835616438356	1.6796164383561645	201.83561643835617	1.3493424657534248	0.14846575342465754	8430889.619413527	1.2804383561643835	-0.19071232876712324	1.3078630136986302	1.2411506849315068	0.0644109589041096	0.10947945205479453	-376922.19726027397	0.7727138002179494	0.10756272096165723	83.60000000000001	13.7	5.1000000000000005	97.3	24	3	14.7	212.1	0	4.2	12.8	0.608	0.55	3.59	6.5	15.483333333333334	8.45	4.856666666666667	25.525	16.5	1.3333333333333333	15.841666666666667	84.80833333333334	34.083333333333336	-11.141666666666667	-3.316666666666667	0.36183333333333334	0.19	3.35	536	215	FALSE	FALSE	69.16916	-140.16736	168	168	6	25	25	2014	6	ET	Polar	132.68805369324562	7.540014970138406	NE11_411
CAN|NE11_411|IVV_M1	Canada	Trap 1	Nearctic	NA	409	69.16916	-140.16736	2014-06-23	2014-06-29	0	393	518	0	138.21369863013697	0	0	0	0	12.115714285714285	8.035714285714286	16.742857142857144	5.941428571428571	67.5442857142857	0.5132428571428571	0.863114109333397	155.85714285714286	2.2985714285714285	0.04857142857142857	21611777.14285714	1.6042857142857145	-7.087142857142856	1.1657142857142857	1.6071428571428572	0.5156081988926736	-0.12999999999999998	488275.5714285714	2.720220305608305	-0.715848051598666	0.48221108733912027	-0.510929813058378	0.06930036719583625	-8.252657534246575	-11.335095890410958	-4.421698630136986	-11.66813698630137	77.13542465753424	0.10921835616438356	1.6796164383561645	201.83561643835617	1.3493424657534248	0.14846575342465754	8430889.619413527	1.2804383561643835	-0.19071232876712324	1.3078630136986302	1.2411506849315068	0.0644109589041096	0.10947945205479453	-376922.19726027397	0.7727138002179494	0.10756272096165723	83.60000000000001	13.7	5.1000000000000005	97.3	24	3	14.7	212.1	0	4.2	12.8	0.608	0.55	3.59	6.5	15.483333333333334	8.45	4.856666666666667	25.525	16.5	1.3333333333333333	15.841666666666667	84.80833333333334	34.083333333333336	-11.141666666666667	-3.316666666666667	0.36183333333333334	0.19	3.35	1211	475	FALSE	FALSE	69.16916	-140.16736	174	174	6	26	26	2014	6	ET	Polar	287.42168390748907	10.56917854153565	NE11_411
CAN|NE11_411|IVV_M2	Canada	Trap 2	Nearctic	NA	304	69.16232	-140.15492	2014-06-03	2014-06-10	0	331	580	0	145.6109589041096	0	0	0	0	4.8075	1.4625000000000001	8.8925	2.85	87.28125	0.106825	0.5211232039740156	134.25	2.56375	0.15625	19606097.5	-0.71	8.835	-0.2612499999999999	-1.2862500000000001	0.2695526824378187	0.38750000000000007	-1658807.5	2.3431045208023873	0.06230195131217199	0.5173856014452269	0.020764855910447272	-0.2687516871918052	-8.252657534246575	-11.335095890410958	-4.421698630136986	-11.66813698630137	77.13542465753424	0.10921835616438356	1.6796164383561645	201.83561643835617	1.3493424657534248	0.14846575342465754	8430889.619413527	1.2804383561643835	-0.19071232876712324	1.3078630136986302	1.2411506849315068	0.0644109589041096	0.10947945205479453	-376922.19726027397	0.7727138002179494	0.10756272096165723	86.5	11.7	5.12	98.2	26	3	18.2	212.9	0	4	12.8	0.591	0.56	3.56	6.5	15.658333333333333	8.100000000000001	4.735	25.358333333333334	16.416666666666668	1.0833333333333333	17.15	85.25833333333334	33.25	-11.258333333333335	-3.3833333333333333	0.3481666666666667	0.1975	3.2625	208	76	FALSE	FALSE	69.16232	-140.15492	154	154	6	23	23	2014	7	ET	Polar	42.7019031994525	4.137080110367818	NE11_411
CAN|NE11_411|IVV_M2	Canada	Trap 2	Nearctic	NA	304	69.16232	-140.15492	2014-06-10	2014-06-17	0	359.75	580	0	145.6109589041096	0	0	0	0	8.6	4.775	12.68375	4.2700000000000005	75.16	0.29455	0.5722551417551591	119	1.74875	0.060000000000000005	22489909.5	0.7675000000000001	-1.0987499999999994	0.6975	0.24000000000000002	0.09340199140052238	-0.60875	1158050.125	2.076941809873252	0.13144850678806164	0.5569535324678407	-0.08854771017863818	-0.02971927017447018	-8.252657534246575	-11.335095890410958	-4.421698630136986	-11.66813698630137	77.13542465753424	0.10921835616438356	1.6796164383561645	201.83561643835617	1.3493424657534248	0.14846575342465754	8430889.619413527	1.2804383561643835	-0.19071232876712324	1.3078630136986302	1.2411506849315068	0.0644109589041096	0.10947945205479453	-376922.19726027397	0.7727138002179494	0.10756272096165723	86.5	11.7	5.12	98.2	26	3	18.2	212.9	0	4	12.8	0.591	0.56	3.56	6.5	15.658333333333333	8.100000000000001	4.735	25.358333333333334	16.416666666666668	1.0833333333333333	17.15	85.25833333333334	33.25	-11.258333333333335	-3.3833333333333333	0.3481666666666667	0.1975	3.2625	411	186	FALSE	FALSE	69.16232	-140.15492	161	161	6	24	24	2014	7	ET	Polar	130.3829471249737	8.315571916166594	NE11_411
CAN|NE11_411|IVV_M2	Canada	Trap 2	Nearctic	NA	304	69.16232	-140.15492	2014-06-17	2014-06-23	0	446	580	0	145.6109589041096	0	0	0	0	9.635714285714286	5.724285714285714	14.23857142857143	5.2628571428571425	75.7642857142857	0.34035714285714286	1.0605314084812116	100.57142857142857	0.9857142857142858	0.022857142857142857	20853064	0.20857142857142874	0.5014285714285712	-0.06857142857142863	0.2985714285714285	0.44589942596308757	-1.5885714285714285	-556272.1428571428	1.7553025620057257	-0.5598259691982	0.9007340076773158	-0.3912762454450279	0.21384386319147264	-8.252657534246575	-11.335095890410958	-4.421698630136986	-11.66813698630137	77.13542465753424	0.10921835616438356	1.6796164383561645	201.83561643835617	1.3493424657534248	0.14846575342465754	8430889.619413527	1.2804383561643835	-0.19071232876712324	1.3078630136986302	1.2411506849315068	0.0644109589041096	0.10947945205479453	-376922.19726027397	0.7727138002179494	0.10756272096165723	86.5	11.7	5.12	98.2	26	3	18.2	212.9	0	4	12.8	0.591	0.56	3.56	6.5	15.658333333333333	8.100000000000001	4.735	25.358333333333334	16.416666666666668	1.0833333333333333	17.15	85.25833333333334	33.25	-11.258333333333335	-3.3833333333333333	0.3481666666666667	0.1975	3.2625	161	94	FALSE	FALSE	69.16232	-140.15492	168	168	6	25	25	2014	6	ET	Polar	93.65713073008693	9.346285004035408	NE11_411
CAN|NE11_411|IVV_M2	Canada	Trap 2	Nearctic	NA	304	69.16232	-140.15492	2014-06-23	2014-06-29	0	446	580	0	145.6109589041096	0	0	0	0	12.115714285714285	8.035714285714286	16.742857142857144	5.941428571428571	67.5442857142857	0.5132428571428571	0.863114109333397	155.85714285714286	2.2985714285714285	0.04857142857142857	21611777.14285714	1.6042857142857145	-7.087142857142856	1.1657142857142857	1.6071428571428572	0.5156081988926736	-0.12999999999999998	488275.5714285714	2.720220305608305	-0.715848051598666	0.48221108733912027	-0.510929813058378	0.06930036719583625	-8.252657534246575	-11.335095890410958	-4.421698630136986	-11.66813698630137	77.13542465753424	0.10921835616438356	1.6796164383561645	201.83561643835617	1.3493424657534248	0.14846575342465754	8430889.619413527	1.2804383561643835	-0.19071232876712324	1.3078630136986302	1.2411506849315068	0.0644109589041096	0.10947945205479453	-376922.19726027397	0.7727138002179494	0.10756272096165723	86.5	11.7	5.12	98.2	26	3	18.2	212.9	0	4	12.8	0.591	0.56	3.56	6.5	15.658333333333333	8.100000000000001	4.735	25.358333333333334	16.416666666666668	1.0833333333333333	17.15	85.25833333333334	33.25	-11.258333333333335	-3.3833333333333333	0.3481666666666667	0.1975	3.2625	684	301	FALSE	FALSE	69.16232	-140.15492	174	174	6	26	26	2014	6	ET	Polar	204.80219717791977	9.983165985575608	NE11_411
CAN|NE05_361|JAS_M1	Canada	NA	Nearctic	NA	1058	52.86699	-118.07657	2012-05-23	2012-05-30	0	594	725	153	446.91256830601094	32	38	89.3	22.8	3.96125	-0.61875	8.7375	-1.915	66.39875	0.2820125	0.33553835716307634	162.75	1.6225	0.36124999999999996	25180314	-1.06	-5.15	-0.86375	-1.2625	0.10721916471441269	-0.8775	1333293.5	2.8405233576207713	-0.2929847906368819	-0.16354174263214477	0.0863547010287879	-0.06355167104242827	-1.2871780821917809	-5.19386301369863	3.496931506849315	-5.4813972602739724	74.22775342465754	0.20905369863013698	1.0844657534246576	197.0082191780822	2.823178082191781	0.24975342465753425	13330212.39270722	0.0776986301369863	0.6198904109589041	0.2683835616438356	-0.08084931506849315	-0.03334246575342466	0.3782739726027397	-215843.23287671234	0.8957521147942368	0.11661247077896021	34.9	69	-3.89	103.9	7	1	14.3	248.6	0	0.30000000000000004	14.6	0.461	0.6900000000000001	1.77	6.5	26.09166666666667	22.225	-2.339166666666667	49.075	31.166666666666668	3.0833333333333335	14.716666666666667	137.00833333333333	18.666666666666668	-2.533333333333333	9.266666666666667	0.528	0.465	1.6883333333333332	862	234	FALSE	FALSE	52.86699	-118.07657	144	144	5	21	21	2012	7	Dfc	Continental	105.3228780913195	5.068309021321528	NE05_361
